Date,Equity,S&P 500,Government Bonds,Bloomberg Barclays US Aggregate Bond Index,High Yield Bonds,ICE BofAML US High Yield Index,Leveraged Loans,S&P/LSTA Leveraged Loan Index,Commodities,Bloomberg Commodity Index,Long Short Equity Hedge Fund,HFRI Equity Hedge Index,Long Short High Yield Bond,HFRI Fixed Income - Credit Index
2014-07-31 23:28:01.245051,-0.001926169595808657,-0.031340748902967674,0.04287049060316413,0.016649499032132756,0.03157946801681575,0.009806786898336979,7.802546920486573e-05,0.032983375457118776,-0.024718192564350733,-0.004177090443823425,0.015398816189546034,-0.015733614829775318,0.01991783417057997,0.011845059242429689
2014-08-31 23:28:01.245051,0.01936898893079243,-0.00324481895140625,0.0019905459049031965,-0.005211865971301342,0.02322195931735087,0.018828203161243482,-0.00029705731041836797,0.01670249739362487,0.011404028907947903,0.021091621938253,0.015242484665690795,0.02706661413914985,0.0020984271453737807,0.013757897846191188
2014-09-30 23:28:01.245051,0.017318405753049954,0.004847579268461742,0.026206524014673653,-0.01474447184701222,-0.012819586866168953,0.0025332228962117198,0.008088207712168475,-0.009956659573802894,0.027947569253749995,0.005887262062714248,0.023935012731705892,0.02837970756340942,0.009071351274302813,-0.01598708102047779
2014-10-31 23:28:01.245051,0.030024034992551355,0.005112025605928127,0.028937305773616077,-0.0023993976813636636,0.018524474872681402,0.0020811139979736784,0.015583089630369085,0.017098630313253902,-0.03358792210406712,0.016597274398838784,0.006793917253559135,0.0076089901617734,0.02738129265453454,-0.012362008624044366
2014-11-30 23:28:01.245051,-0.018163865462336632,-0.001947722477051681,-0.006827594314756034,-0.007227376218578917,0.020850127193449294,-0.0026215551601542235,-0.004940684445015349,0.002985401471732291,0.013673136685505773,0.016118168503903338,0.02755156630861054,0.03376301350371226,0.017912109313535977,-0.005282534066057027
2014-12-31 23:28:01.245051,-0.003134416957929033,0.0010657836210513014,0.027269297040211048,0.011123605898118276,0.012216977648582972,-0.0014869730173240345,0.012132988227362678,-0.0018621413349187797,0.0032729597839171332,0.022070441895820712,0.021575888746189043,0.018703588294030953,-0.0438375004330633,-0.0056631874038349005
2015-01-31 23:28:01.245051,0.03946888004407651,0.022838631483747353,0.0323230929881736,-0.003410888585391088,0.006946235864340457,-0.007283736024352175,0.043272016005706446,0.008998576823941359,-0.005974239355512607,0.024399038757099405,-0.0029690243509633155,0.03478886414081331,0.00022729807875701818,0.03215641845473199
2015-02-28 23:28:01.245051,0.02565484355795657,0.017348760976894948,-0.010716569367817851,-0.014007832677151305,-0.0001699208689992229,0.021934928624917107,-0.02692929041967601,0.028055980444394616,0.03676123417437713,0.022400374429026825,0.03072807540747192,0.014143935134808334,0.013065677789248255,-0.02209169738410256
2015-03-31 23:28:01.245051,0.06857791441927495,0.0023676781356258515,0.003037565960175151,0.012554660870643379,-0.001719639365550204,0.00795273160572122,0.01927851082004933,0.012552321613267622,0.012148723760282787,0.003672686152979169,-0.01573511989846862,0.00044508943631539274,0.017992222521803148,-0.0033300372170879415
2015-04-30 23:28:01.245051,0.013930890018638103,0.0023903832509729627,0.002977510265866762,0.000768160413139699,0.0172040977845606,0.006839646862973309,0.01454142056971738,-0.008293904762906569,0.033550896729865526,0.01343001946003703,0.029068779613008477,0.015152451312222655,0.003319520407826085,0.016079740529421103
2015-05-31 23:28:01.245051,-0.0017235008499882172,-0.016787516397542817,-0.02158116874993426,-0.01038295644142763,0.00932726002372255,0.028357615809195564,0.044232022363338876,-0.008214329061042403,0.037148518783311615,0.003674349264573735,-0.002402238789095841,-0.016895441030339572,0.051517270758243604,-0.012667058884200468
2015-06-30 23:28:01.245051,0.008143017194496274,0.010718085465622976,-0.00477131524487191,0.020494573235615775,0.02245617069032647,0.004800064248593259,-0.012076675736802912,0.031039262681511644,-0.003133756622620775,0.021195553999221992,-0.00026530691979900246,0.017384071161745365,0.01617832198726418,-0.016786604996338276
2015-07-31 23:28:01.245051,0.010982382451238858,0.030411693965117427,-0.00020917544396309266,0.026314769582882386,-0.015312495267900277,0.0013294204864636961,-0.02472800837553047,-0.011029066496208224,-0.004276451909075023,0.003596383985944555,-0.01763066533079225,-0.004346246442096891,0.03721681676177464,0.011546399615933772
2015-08-31 23:28:01.245051,0.00750576382878361,0.015219646113235865,-0.004864994704809076,0.023741613272567016,-0.012811078162748749,0.005993735387532849,0.03388269597907632,-0.0014994333738508623,-0.004977422752231395,-0.015590047786580026,0.0003752592044580661,0.026325713335254443,-0.012333793718211694,-0.016058357050502563
2015-09-30 23:28:01.245051,0.04135351271752738,-0.003542736318724873,0.008221977597761772,0.030283368064187032,-0.005640218291648672,0.00556559256052545,-0.0014285941462919118,0.01113001473585246,0.007334335974686782,0.003956366700317413,-0.053243202982320804,0.006029262348153542,0.009648561388806539,0.006640815730265619
2015-10-31 23:28:01.245051,0.017994360513921955,0.020190659720012924,-0.00075161893296873,-0.027384494653483752,0.014869402222971919,-0.015151255724285582,-0.04443988478267806,-0.02507793125747617,0.020791196674911427,0.008226968323968168,0.0042046903382007925,0.0040654177380907265,-0.025559542809073417,-0.01246177162756685
2015-11-30 23:28:01.245051,0.001255120415332588,0.008536500843654317,0.03004666022961261,0.009925748416812496,-0.03814478732022353,-0.0010062906281295006,-0.03570045119141684,0.016997761334080912,0.01268243705187738,0.00784417202137427,0.021396617968584282,-0.008267382207984564,-0.01765104746594583,0.019016744845242295
2015-12-31 23:28:01.245051,0.03100324228277966,-0.002917241279208795,0.01570746533619893,0.014618364135228944,0.003656929880537468,0.0018458628081533916,-0.0066015248864784775,-0.006291909866929928,-0.015580636683697364,0.012602458423524265,-0.009867384069414502,0.02329492057336283,0.009845056151589343,0.009757900205099458
2016-01-31 23:28:01.245051,-0.044550012141635266,0.06509457722841926,0.0037172612402787447,0.003833009619874311,0.0044634905621867066,-0.007886513881219259,0.007767058395769562,0.008317540712204627,0.005252783620420438,-0.010349198670651063,0.013301058063532207,0.007108492346770188,0.04429229337779188,-0.0013702915166099372
2016-02-29 23:28:01.245051,0.01576686287216761,0.0016203294903516527,0.04708931681578303,-0.016865528426666842,-0.009697868864435962,0.019910631894360067,0.02957295993513875,-0.00019126131001585573,0.004270676969792055,0.003412283292081939,0.004216737954615456,-0.01959050608922444,-0.011585664324486298,0.004042022813505805
2016-03-31 23:28:01.245051,-0.0047288219422941995,0.018759037474994068,0.0328244273472728,0.0028775675609942495,0.018503228876602003,0.01479342851338631,-0.0005916011752532041,0.011044271855082262,-0.017125066196786956,0.009236768669970058,0.0088117101784316,0.00732822710879888,-0.0018922705818809815,0.011612142177880945
2016-04-30 23:28:01.245051,0.0015207592972635723,0.0036129873615621784,0.05066923177328889,0.012620166997755566,0.0115759862493704,0.040323107249391386,-0.025575866207718463,0.015918462643597746,0.007434158559870912,0.0192733729779945,0.012462375461796548,0.00016787564456886492,-0.03865883360180383,-0.0032172447557190344
2016-05-31 23:28:01.245051,-0.02456628476272639,0.006886880187077513,0.011664804916838085,-0.011755653234773886,-0.03577855741167538,0.018524329036580342,-0.004510742450770795,-0.0024846757584625545,-0.026743868401040642,-0.018253879204300414,0.014775296471791348,-0.0015283553616240713,0.013401299111281947,0.006382267998979561
2016-06-30 23:28:01.245051,0.007285141310284904,0.004912954691863083,0.03693313486184313,-0.037386173764979824,-0.007461938167022622,0.03178168606619136,0.05363427192172159,-0.0075002507050855325,-0.00372150193291046,0.013214225383331234,-0.004196649517002359,0.0034400509612869195,0.0012297569218738622,-0.006184514609845311
2016-07-31 23:28:01.245051,-0.029865610132249837,0.037454569598615,0.004634136689930379,-0.006006185616366385,0.007166701140151584,0.023386742489433312,0.02320915156507105,0.0362243024990569,0.0008862659608278927,0.007139635166605509,0.012898951833128159,-0.01249843793875724,0.014524761900393854,0.007112991475539976
2016-08-31 23:28:01.245051,-0.034005532631107845,-0.0015372569950723985,2.463170163640848e-05,0.03331784079299269,-0.0024648934003726327,0.00165078358405827,0.0014254612106348891,-0.018671316081004287,0.02463638404601255,0.0021459562451752023,0.00038143342332423117,-0.006427630088615744,0.01112823975753575,-0.0071438243377905915
2016-09-30 23:28:01.245051,-0.004514348600245774,-0.011734794137506863,-0.006833622488991814,-0.0009283072377030636,0.014521156506042646,0.012345061414952885,-0.0011105032864653685,0.030065878541845132,-0.007941703999019077,-0.01896799365064582,-0.022100052060579335,0.026702203656335854,0.013802141474810816,0.016416721931432354
2016-10-31 23:28:01.245051,0.0025226662308456584,0.004273479145622498,0.011077701072917907,0.0037822229866173304,-0.02065612272450034,0.01611558112227716,-0.00028322984009520116,0.023995796905812095,0.0039623167048486434,-0.006722639305663515,0.03673826697318066,-0.015939198625395043,-0.011367620671223658,0.0018737427914334846
2016-11-30 23:28:01.245051,0.02630023954703915,0.0011339031053360683,0.03738945541269197,0.017055434008906238,0.023653526038420636,0.004705970680712669,0.011852021735721058,0.014871595361881804,0.04526455609945695,0.005542214997700115,-0.00718009121417102,-0.0025965764682623913,-0.02172896591132459,0.009913360395081578
2016-12-31 23:28:01.245051,-0.005459902168712074,0.007252026635584165,0.018677985615670516,-0.008613101192452906,0.03608100922538147,0.013081879421484616,0.025137183016160754,0.03646473435368224,0.007904145219900457,0.0070834664872724985,0.03207448296460789,-0.019666215211497366,0.004514512248558533,-0.0126513746886571
2017-01-31 23:28:01.245051,0.021967853114571605,0.015148274675157267,0.00907664747697955,0.0059031967677625925,0.014931739418292848,-0.0017157139987631414,-0.01648084011651317,-0.019675578656116875,0.01981526796386994,-0.02723401485702293,0.02342112740076419,-0.004352799298981935,0.038674252790895466,0.028063481797992222
2017-02-28 23:28:01.245051,0.02014805562361004,0.008555030367941823,-0.002314778486211787,0.005241884002037158,0.01825998989492361,0.005029556556735063,-0.001861254540936435,-0.018627855072761254,0.021590592157258646,0.00475601623387874,-0.010295889279107382,-0.008091503479147007,0.04156908445718656,0.02077679964485236
2017-03-31 23:28:01.245051,0.017572408812745747,0.0043432418038210465,0.008640532447184074,0.01134813898218267,0.02967238747996227,0.006576330299786616,0.008414492837986677,0.009582071577508445,0.02873765299248334,-0.003544109250267858,0.02792682861033412,0.03461925547672578,-0.010864641194070844,-0.016922737925506054
2017-04-30 23:28:01.245051,0.00879195643837878,0.02055117826022869,-0.008375030752517783,0.011003055821004979,0.012026343872338002,0.013018697692132833,0.03523846241354044,0.015882959933293268,-0.022228519554312605,0.008855075137736253,-0.002970108588699858,-0.004740306945498982,0.008314855315163737,0.01803084881554772
2017-05-31 23:28:01.245051,0.030840250576158662,0.020397630794938164,0.003125405521715696,-0.0038826506538160365,-0.021728766203738554,0.0006931660450817233,0.04612823177898317,-0.02018561363811509,0.009754515377289935,0.003813532021297187,-0.03776252543085314,-0.016185232849372018,0.021672658698029052,0.029040257778344583
2017-06-30 23:28:01.245051,-0.011416221694756912,0.012511225099348627,0.0008180223634804982,0.006746117453355202,-0.0022120931760955835,-0.010169430074354974,0.045304282571498385,0.006835689867672367,-0.019490815753302047,0.006726113559997201,-0.005825208247624129,0.006995520046938754,0.010687352983475057,0.017576581077692496
2017-07-31 23:28:01.245051,-0.021075303928688283,-0.0099731641007893,0.03834109666737178,-0.015742657864517208,-0.00978212186087598,0.007399123825943866,-0.030660452589816804,0.024202762132146127,0.01037926276482497,0.02242192061303325,0.013066216525369751,-0.005730147515430867,-0.01569811437819437,0.03780353179639222
2017-08-31 23:28:01.245051,0.00967848639934775,0.04605686956403476,0.0392774076524753,-0.01352065548726197,0.040469573542736954,-0.010992088930685824,-0.0030372596636491474,0.007108053364743124,0.016274294247116107,0.026153706303677575,-0.010111198642982513,-0.0005915060490046106,0.0029757062105290628,0.009698905599536132
2017-09-30 23:28:01.245051,0.018320195961002955,0.013160801618755092,-0.036462997354413905,-0.010759022316188391,0.020824255556635772,0.00243767953392793,-0.0008543802447515169,-0.006971703244757199,0.024881545204461307,0.017370200407861566,-0.014003392093479679,-0.03662992441147661,-0.004055152774729966,0.006475522968561378
2017-10-31 23:28:01.245051,0.011328672657935902,0.007028435406946957,-0.014181408590919278,-0.0024522097476870524,0.0035843763408578535,-0.031812441857629374,0.02251565932201271,-0.000954458674650889,-0.003605860977996307,0.013322738227683983,-0.0002465785317403912,0.03344791475096762,-0.008865447118730722,-0.013907933821598863
2017-11-30 23:28:01.245051,-0.053212471218397124,-0.005641169438408466,-0.02193986554719788,-0.011191543064074064,0.02040984841251271,-0.005111147103397767,0.021832855568909546,0.002155353994253718,0.008822568161379399,-0.013735979655165265,0.009553638533551616,0.034739198084981895,-0.003518840140670225,0.01571978047551179
2017-12-31 23:28:01.245051,0.00027943741981289495,0.022383698817276313,0.032484083105880225,-0.00274194871560505,-0.006136075598953512,-0.016932961635926894,-0.014142604965505061,0.011703747158865819,-0.012198269512006872,0.013791198453957921,-0.0045459405248912494,-0.010171050520768589,0.017158454168515767,0.00704745364248013
2018-01-31 23:28:01.245051,0.04227196160947191,-0.009449168938857177,0.024831597943195546,0.019874452767757334,0.04223002443355491,0.008522390586676847,-0.00496811693396436,-0.004014443206983313,0.007792095544709115,0.003946894843969095,-0.0034585899280128478,0.02832344678896413,0.030028295361458717,-0.0012444190269956463
2018-02-28 23:28:01.245051,0.03502891360073483,0.023353942762935433,0.03977741347007511,-0.01962959437889469,0.006903618321286161,0.004807334947861448,-0.00795287780242791,-0.0006663950425484814,0.010462737791459472,-0.005624203870596765,0.022620787500190736,0.019644066075481793,0.03137916903403286,0.007666146519910124
2018-03-31 23:28:01.245051,-0.0010343662326099375,0.009849996801630193,0.03461437136406056,0.007221923750784892,0.01481343650612241,-0.024306343932369176,-0.007269052607557137,0.01995227954323389,0.027442332957953276,0.0019231572003632915,0.008093291873970366,-0.03136694587776994,0.025773400334057225,0.0006938044314754015
